method_id,method,source_class_id,source_class
1276,io_realm_internal_network_NetworkStateReceiver_isOnline,112,io_realm_internal_network_NetworkStateReceiver
1277,io_realm_mongodb_AppConfiguration_getEncryptionKey,178,io_realm_mongodb_AppConfiguration
1278,io_realm_internal_OsResults_setDouble,37,io_realm_internal_OsResults
1279,io_realm_ProxyUtils_throwWrongElementType,276,io_realm_ProxyUtils
1280,io_realm_internal_OsResults_nativeDeleteLast,37,io_realm_internal_OsResults
1281,io_realm_entities_NullTypes_getFieldStringNull,67,io_realm_entities_NullTypes
1282,io_realm_entities_Owner_setCat,65,io_realm_entities_Owner
1283,io_realm_RealmObjectSchema_setRequired,61,io_realm_RealmObjectSchema
1284,io_realm_RealmList_iterator,19,io_realm_RealmList
1285,io_realm_DynamicRealmObject_setBoolean,127,io_realm_DynamicRealmObject
1286,io_realm_ManagedRealmCollectionTests_realmMethods_invalidFieldNames,264,io_realm_ManagedRealmCollectionTests_realmMethods
1287,io_realm_internal_ObjectServerFacade_initialize,5,io_realm_internal_ObjectServerFacade
1288,io_realm_internal_TableQuery_averageDouble,12,io_realm_internal_TableQuery
1289,io_realm_internal_Property_Property,205,io_realm_internal_Property
1290,io_realm_internal_Property_nativeGetType,205,io_realm_internal_Property
1291,io_realm_internal_OsObject_nativeStopListening,13,io_realm_internal_OsObject
1292,io_realm_objectserver_utils_UserFactoryStore_getUserName,277,io_realm_objectserver_utils_UserFactoryStore
1293,io_realm_objectserver_utils_UserFactory_getInstance,278,io_realm_objectserver_utils_UserFactory
1294,io_realm_internal_TableQuery_nativeMaximumFloat,12,io_realm_internal_TableQuery
1295,io_realm_mongodb_sync_SyncSession_nativeStop,48,io_realm_mongodb_sync_SyncSession
1296,io_realm_mongodb_sync_SyncSession_nativeGetState,48,io_realm_mongodb_sync_SyncSession
1297,io_realm_mongodb_User_getState,46,io_realm_mongodb_User
1298,io_realm_mongodb_sync_SyncSession_nativeWaitForDownloadCompletion,48,io_realm_mongodb_sync_SyncSession
1299,io_realm_mongodb_User_remove,46,io_realm_mongodb_User
1300,io_realm_internal_OsList_nativeDeleteAll,0,io_realm_internal_OsList
1301,io_realm_internal_OsRealmConfig_getResolvedRealmURI,84,io_realm_internal_OsRealmConfig
1302,io_realm_BaseRealm_getPath,95,io_realm_BaseRealm
1303,io_realm_internal_Table_setObjectId,45,io_realm_internal_Table
1304,io_realm_internal_OsResults_nativeCreateResultsFromBacklinks,37,io_realm_internal_OsResults
1305,io_realm_internal_Table_getColumnNames,45,io_realm_internal_Table
1306,io_realm_internal_Table_getDouble,45,io_realm_internal_Table
1307,io_realm_internal_Table_removeSearchIndex,45,io_realm_internal_Table
1308,io_realm_internal_OsSharedRealm_getConfiguration,16,io_realm_internal_OsSharedRealm
1309,io_realm_internal_Table_getLinkTarget,45,io_realm_internal_Table
1310,io_realm_internal_OsSharedRealm_nativeIsInTransaction,16,io_realm_internal_OsSharedRealm
1311,io_realm_RealmConfigurationTests_equalsWhenRxJavaUnavailable,279,io_realm_RealmConfigurationTests
1312,io_realm_internal_OsResults_nativeSetDecimal128,37,io_realm_internal_OsResults
1313,io_realm_internal_Table_getCheckedRow,45,io_realm_internal_Table
1314,io_realm_entities_AllJavaTypes_getFieldFloat,109,io_realm_entities_AllJavaTypes
1315,io_realm_entities_NonLatinFieldNames_setwlh,92,io_realm_entities_NonLatinFieldNames
1316,io_realm_entities_AllTypes_getColumnObjectIdList,64,io_realm_entities_AllTypes
1317,io_realm_entities_AllTypes_getColumnBooleanList,64,io_realm_entities_AllTypes
1318,io_realm_entities_NullTypes_setFieldFloatNull,67,io_realm_entities_NullTypes
1319,io_realm_DynamicRealmObject_checkIsPrimaryKey,127,io_realm_DynamicRealmObject
1320,io_realm_BulkInsertTests_insertOrUpdate_ownList,149,io_realm_BulkInsertTests_insertOrUpdate
1321,io_realm_ManagedListOperator_size,20,io_realm_ManagedListOperator
1322,io_realm_DynamicRealmObject_getDynamicRealm,127,io_realm_DynamicRealmObject
1323,io_realm_RealmJsonTests_createOrUpdateAllFromJson_inputStringEmptyJson,167,io_realm_RealmJsonTests_createOrUpdateAllFromJson
1324,io_realm_RealmJsonTests_createOrUpdateAllFromJson_jsonNullClass,167,io_realm_RealmJsonTests_createOrUpdateAllFromJson
1325,io_realm_internal_objectstore_OsAsyncOpenTask_start,113,io_realm_internal_objectstore_OsAsyncOpenTask
1326,io_realm_internal_objectstore_OsMongoCollection_withCodecRegistry,110,io_realm_internal_objectstore_OsMongoCollection
1327,io_realm_internal_objectstore_OsSyncUser_getMaxAge,79,io_realm_internal_objectstore_OsSyncUser
1328,io_realm_internal_objectstore_OsSyncUser_getNativePtr,79,io_realm_internal_objectstore_OsSyncUser
1329,io_realm_internal_objectstore_OsSyncUser_refreshCustomData,79,io_realm_internal_objectstore_OsSyncUser
1330,io_realm_internal_mongodb_Request_start,280,io_realm_internal_mongodb_Request
1331,io_realm_rule_RunInLooperThread_closeRealms,176,io_realm_rule_RunInLooperThread
1332,io_realm_internal_QueryDescriptorTests_getInstanceForDistinct,281,io_realm_internal_QueryDescriptorTests
1333,io_realm_internal_network_StreamNetworkTransport_sendRequest,215,io_realm_internal_network_StreamNetworkTransport
1334,io_realm_internal_OsSharedRealm_renameTable,16,io_realm_internal_OsSharedRealm
1335,io_realm_RealmObject_isLoaded,31,io_realm_RealmObject
1336,io_realm_RealmJsonTests_createObjectFromJson_childObject,54,io_realm_RealmJsonTests_createObjectFromJson
1337,io_realm_entities_NullTypes_getId,67,io_realm_entities_NullTypes
1338,io_realm_StringListOperator_StringListOperator,282,io_realm_StringListOperator
1339,io_realm_RealmCache_createInstance,83,io_realm_RealmCache
1340,io_realm_RealmCache_getTotalLiveRealmGlobalRefCount,83,io_realm_RealmCache
1341,io_realm_FloatListOperator_FloatListOperator,283,io_realm_FloatListOperator
1342,io_realm_RealmCache_invokeWithGlobalRefCount,83,io_realm_RealmCache
1343,io_realm_mongodb_User_getAccessToken,46,io_realm_mongodb_User
1344,io_realm_mongodb_User_getId,46,io_realm_mongodb_User
1345,io_realm_internal_ObjectServerFacade_getFacade,5,io_realm_internal_ObjectServerFacade
1346,io_realm_internal_OsList_removeAllListeners,0,io_realm_internal_OsList
1347,io_realm_entities_NoPrimaryKeyNullTypes_setFieldDoubleNull,40,io_realm_entities_NoPrimaryKeyNullTypes
1348,io_realm_internal_OsList_addListener,0,io_realm_internal_OsList
1349,io_realm_log_RealmLog_warn,33,io_realm_log_RealmLog
1350,io_realm_internal_Table_getFloat,45,io_realm_internal_Table
1351,io_realm_internal_objectstore_OsMongoCollection_getNativePtr,110,io_realm_internal_objectstore_OsMongoCollection
1352,io_realm_Realm_createObject,22,io_realm_Realm
1353,io_realm_DynamicRealmObject_getShort,127,io_realm_DynamicRealmObject
1354,io_realm_internal_OsSharedRealmTests_isClosed,21,io_realm_internal_OsSharedRealmTests
1355,io_realm_mongodb_AppConfiguration_getHttpLogObfuscator,178,io_realm_mongodb_AppConfiguration
1356,io_realm_internal_Row_nullifyLink,14,io_realm_internal_Row
1357,io_realm_entities_DefaultValueSetter_setFieldObject,132,io_realm_entities_DefaultValueSetter
1358,io_realm_entities_AllTypes_getColumnStringList,64,io_realm_entities_AllTypes
1359,io_realm_examples_threads_PassingObjectsFragment_setListeners,284,io_realm_examples_threads_PassingObjectsFragment
1360,io_realm_examples_unittesting_repository_DogRepository_createDog,285,io_realm_examples_unittesting_repository_DogRepository
1361,io_realm_internal_OsResults_createFromQuery,37,io_realm_internal_OsResults
1362,io_realm_internal_Table_size,45,io_realm_internal_Table
1363,io_realm_log_RealmLog_nativeLog,33,io_realm_log_RealmLog
1364,io_realm_entities_AllTypes_getColumnFloatList,64,io_realm_entities_AllTypes
1365,io_realm_DynamicRealmObject_getInt,127,io_realm_DynamicRealmObject
1366,io_realm_entities_NoPrimaryKeyNullTypes_setFieldFloatNotNull,40,io_realm_entities_NoPrimaryKeyNullTypes
1367,io_realm_mongodb_sync_ClientResetRequiredError_nativeExecuteClientReset,286,io_realm_mongodb_sync_ClientResetRequiredError
1368,io_realm_ManagedRealmListForValueTests_generateValue,103,io_realm_ManagedRealmListForValueTests
1369,io_realm_internal_OsRealmConfig_nativeEnableChangeNotification,84,io_realm_internal_OsRealmConfig
1370,some_test_AllTypes_realmGet$columnRealmList,87,some_test_AllTypes
1371,io_realm_internal_UncheckedRow_nativeGetColumnCount,23,io_realm_internal_UncheckedRow
1372,io_realm_internal_objectstore_OsSyncUser_nativeGetPictureUrl,79,io_realm_internal_objectstore_OsSyncUser
1373,io_realm_internal_async_RealmEventStreamTaskImpl_RealmEventStreamTaskImpl,208,io_realm_internal_async_RealmEventStreamTaskImpl
1374,io_realm_RealmObject_addChangeListener,31,io_realm_RealmObject
1375,io_realm_internal_Table_hasSearchIndex,45,io_realm_internal_Table
1376,io_realm_RealmSchema_isProxyClass,120,io_realm_RealmSchema
1377,io_realm_Realm_checkHasPrimaryKey,22,io_realm_Realm
1378,io_realm_SortTest_swap,59,io_realm_SortTest
1379,io_realm_examples_json_CityAdapter_CityAdapter,287,io_realm_examples_json_CityAdapter
1380,io_realm_RealmSchema_get,120,io_realm_RealmSchema
1381,io_realm_BaseRealm_BaseRealm,95,io_realm_BaseRealm
1382,io_realm_internal_OsList_removeAll,0,io_realm_internal_OsList
1383,io_realm_BaseRealm_checkIfValid,95,io_realm_BaseRealm
1384,io_realm_RealmResultsTests_asJSON,258,io_realm_RealmResultsTests
1385,io_realm_TestHelper_generateObjectIdHexString,39,io_realm_TestHelper
1386,some_test_NullTypes_realmSet$fieldObjectNull,90,some_test_NullTypes
1387,io_realm_TestHelper_initNullTypesTableExcludes,39,io_realm_TestHelper
1388,io_realm_TestHelper_waitForNetworkThreadExecutorToFinish,39,io_realm_TestHelper
1389,io_realm_TestHelper_waitRealmThreadExecutorFinish,39,io_realm_TestHelper
1390,io_realm_TestHelper_randomObjectIdHexString,39,io_realm_TestHelper
1391,io_realm_internal_Table_nativeNullifyLink,45,io_realm_internal_Table
1392,io_realm_internal_Table_getName,45,io_realm_internal_Table
1393,io_realm_Realm_checkValidObjectForDetach,22,io_realm_Realm
1394,io_realm_internal_ObserverPairList_add,99,io_realm_internal_ObserverPairList
1395,io_realm_internal_Table_nativeFindFirstBool,45,io_realm_internal_Table
1396,io_realm_RealmConfiguration_getRxFactory,32,io_realm_RealmConfiguration
1397,io_realm_internal_ObserverPairList_remove,99,io_realm_internal_ObserverPairList
1398,io_realm_Realm_getGlobalInstanceCount,22,io_realm_Realm
1399,io_realm_Realm_getApplicationContext,22,io_realm_Realm
1400,io_realm_RealmConfiguration_getInitialDataTransaction,32,io_realm_RealmConfiguration
1401,io_realm_internal_Table_nativeFindFirstString,45,io_realm_internal_Table
1402,io_realm_internal_Table_nativeCountFloat,45,io_realm_internal_Table
1403,io_realm_internal_Table_nativeCountLong,45,io_realm_internal_Table
1404,io_realm_Realm_createDetachedCopy,22,io_realm_Realm
1405,io_realm_internal_RealmProxyMediator_getSimpleClassName,9,io_realm_internal_RealmProxyMediator
1406,io_realm_BaseRealm_writeEncryptedCopyTo,95,io_realm_BaseRealm
1407,io_realm_RealmConfiguration_getMigration,32,io_realm_RealmConfiguration
1408,io_realm_mongodb_mongo_MongoDatabase_MongoDatabase,288,io_realm_mongodb_mongo_MongoDatabase
1409,io_realm_log_RealmLog_nativeSetLogLevel,33,io_realm_log_RealmLog
1410,io_realm_log_RealmLog_nativeGetLogLevel,33,io_realm_log_RealmLog
1411,io_realm_internal_Table_nativeFindFirstObjectId,45,io_realm_internal_Table
1412,io_realm_log_RealmLog_nativeLogToCoreLoggerBridge,33,io_realm_log_RealmLog
1413,io_realm_internal_Table_nativeGetName,45,io_realm_internal_Table
1414,io_realm_mongodb_UserProfile_getName,27,io_realm_mongodb_UserProfile
1415,io_realm_mongodb_mongo_events_BaseChangeEvent_hasUncommittedWrites,101,io_realm_mongodb_mongo_events_BaseChangeEvent
1416,io_realm_log_RealmLog_nativeCloseCoreLoggerBridge,33,io_realm_log_RealmLog
1417,io_realm_mongodb_UserProfile_getPictureUrl,27,io_realm_mongodb_UserProfile
1418,io_realm_mongodb_UserProfile_UserProfile,27,io_realm_mongodb_UserProfile
1419,io_realm_internal_Table_nativeFindFirstDouble,45,io_realm_internal_Table
1420,io_realm_log_RealmLog_nativeCreateCoreLoggerBridge,33,io_realm_log_RealmLog
1421,io_realm_internal_Table_nativeFindFirstNull,45,io_realm_internal_Table
1422,io_realm_mongodb_UserProfile_getGender,27,io_realm_mongodb_UserProfile
1423,io_realm_internal_Table_nativeCountDouble,45,io_realm_internal_Table
1424,io_realm_internal_objectstore_OsSyncUser_getAccessToken,79,io_realm_internal_objectstore_OsSyncUser
1425,io_realm_internal_TableQuery_maximumFloat,12,io_realm_internal_TableQuery
1426,io_realm_internal_TableQuery_find,12,io_realm_internal_TableQuery
1427,io_realm_internal_OsSharedRealm_nativeRegisterSchemaChangedCallback,16,io_realm_internal_OsSharedRealm
1428,io_realm_internal_TableQuery_maximumInt,12,io_realm_internal_TableQuery
1429,io_realm_RealmConfiguration_realmExists,32,io_realm_RealmConfiguration
1430,io_realm_FrozenObjectsTests_writeToFrozenObjectThrows,199,io_realm_FrozenObjectsTests
1431,io_realm_ManagedRealmCollectionTests_runMethodOnWrongThread,43,io_realm_ManagedRealmCollectionTests
1432,io_realm_MutableRealmObjectSchema_checkAddPrimaryKeyForSync,104,io_realm_MutableRealmObjectSchema
1433,io_realm_BaseRealm_setAutoRefresh,95,io_realm_BaseRealm
1434,io_realm_BaseRealm_getSchema,95,io_realm_BaseRealm
1435,io_realm_entities_AllTypesPrimaryKey_getColumnString,107,io_realm_entities_AllTypesPrimaryKey
1436,io_realm_BaseRealm_get,95,io_realm_BaseRealm
1437,io_realm_OrderedRealmCollectionImpl_getColumnKeyForSort,30,io_realm_OrderedRealmCollectionImpl
1438,io_realm_internal_android_AndroidCapabilities_isIntentServiceThread,269,io_realm_internal_android_AndroidCapabilities
1439,io_realm_instrumentation_ActivityLifecycle_ActivityLifecycle,289,io_realm_instrumentation_ActivityLifecycle
1440,io_realm_internal_ObjectServerFacade_wrapObjectStoreSessionIfRequired,5,io_realm_internal_ObjectServerFacade
1441,io_realm_internal_objectstore_OsObjectBuilder_nativeAddString,179,io_realm_internal_objectstore_OsObjectBuilder
1442,io_realm_entities_AllJavaTypes_setFieldFloat,109,io_realm_entities_AllJavaTypes
1443,io_realm_entities_AllJavaTypes_getFieldList,109,io_realm_entities_AllJavaTypes
1444,io_realm_entities_AllJavaTypes_getFieldObject,109,io_realm_entities_AllJavaTypes
1445,io_realm_entities_AllJavaTypes_getFieldBinary,109,io_realm_entities_AllJavaTypes
1446,io_realm_entities_CyclicType_setObject,117,io_realm_entities_CyclicType
1447,io_realm_mongodb_App_getSync,7,io_realm_mongodb_App
1448,io_realm_entities_NullTypes_setFieldShortNotNull,67,io_realm_entities_NullTypes
1449,io_realm_examples_rxjava_MyApplication_createTestData,290,io_realm_examples_rxjava_MyApplication
1450,io_realm_RealmSchema_haveColumnInfo,120,io_realm_RealmSchema
1451,io_realm_examples_unittesting_model_Person_getName,119,io_realm_examples_unittesting_model_Person
1452,io_realm_RealmSchema_checkColumnKeys,120,io_realm_RealmSchema
1453,io_realm_examples_arch_PersonListFragment_create,291,io_realm_examples_arch_PersonListFragment
1454,io_realm_entities_RandomPrimaryKey_RandomPrimaryKey,123,io_realm_entities_RandomPrimaryKey
1455,some_test_NullTypes_realmSet$fieldStringNotNull,90,some_test_NullTypes
1456,io_realm_MutableRealmSchema_get,200,io_realm_MutableRealmSchema
1457,io_realm_entities_StringOnlyRequired_setChars,239,io_realm_entities_StringOnlyRequired
1458,io_realm_RealmQuery_beginGroup,62,io_realm_RealmQuery
1459,some_test_Final_realmGet$name,253,some_test_Final
1460,io_realm_mongodb_auth_ApiKeyAuth_getUser,26,io_realm_mongodb_auth_ApiKeyAuth
1461,io_realm_examples_threads_model_Dot_getColor,124,io_realm_examples_threads_model_Dot
1462,io_realm_entities_AllJavaTypes_getFieldDecimal128,109,io_realm_entities_AllJavaTypes
1463,io_realm_entities_AnnotationTypes_setIndexString,234,io_realm_entities_AnnotationTypes
1464,io_realm_DynamicRealmObject_setDate,127,io_realm_DynamicRealmObject
1465,io_realm_examples_librarymodules_Zoo_Zoo,212,io_realm_examples_librarymodules_Zoo
1466,io_realm_internal_Row_setNull,14,io_realm_internal_Row
1467,some_test_AllTypes_realmSet$columnBoolean,87,some_test_AllTypes
1468,io_realm_entities_IOSAllTypes_getDateCol,106,io_realm_entities_IOSAllTypes
1469,io_realm_entities_NullTypes_getFieldByteNotNull,67,io_realm_entities_NullTypes
1470,io_realm_entities_NullTypes_setFieldByteNotNull,67,io_realm_entities_NullTypes
1471,io_realm_examples_librarymodules_Zoo_close,212,io_realm_examples_librarymodules_Zoo
1472,some_test_NullTypes_realmGet$fieldFloatNotNull,90,some_test_NullTypes
1473,io_realm_internal_Table_findFirstDecimal128,45,io_realm_internal_Table
1474,io_realm_DynamicRealm_getInstance,169,io_realm_DynamicRealm
1475,io_realm_entities_DefaultValueSetter_setFieldLong,132,io_realm_entities_DefaultValueSetter
1476,io_realm_entities_NullTypes_getFieldLongNull,67,io_realm_entities_NullTypes
1477,some_test_Simple_realmSet$name,219,some_test_Simple
1478,some_test_NullTypes_realmSet$fieldDateNotNull,90,some_test_NullTypes
1479,io_realm_entities_DefaultValueSetter_setFieldDate,132,io_realm_entities_DefaultValueSetter
1480,io_realm_examples_appmodules_ModulesExampleActivity_showStatus,292,io_realm_examples_appmodules_ModulesExampleActivity
1481,io_realm_entities_AllJavaTypes_getFieldLong,109,io_realm_entities_AllJavaTypes
1482,io_realm_examples_realmmultiprocessexample_models_ProcessInfo_setLastResponseDate,138,io_realm_examples_realmmultiprocessexample_models_ProcessInfo
1483,io_realm_examples_realmmultiprocessexample_Utils_createStandaloneProcessInfo,293,io_realm_examples_realmmultiprocessexample_Utils
1484,io_realm_examples_intro_IntroExampleActivity_basicLinkQuery,222,io_realm_examples_intro_IntroExampleActivity
1485,io_realm_examples_intro_model_Person_getName,130,io_realm_examples_intro_model_Person
1486,io_realm_examples_realmmultiprocessexample_Utils_getMyProcessName,293,io_realm_examples_realmmultiprocessexample_Utils
1487,io_realm_entities_AllJavaTypes_getFieldIntegerList,109,io_realm_entities_AllJavaTypes
1488,io_realm_processor_RealmCounterProcessorTest_createCounterTestClass,294,io_realm_processor_RealmCounterProcessorTest
1489,io_realm_entities_Dog_getOwner,94,io_realm_entities_Dog
1490,some_test_Booleans_realmSet$anotherBoolean,135,some_test_Booleans
1491,io_realm_entities_AllJavaTypes_getFieldId,109,io_realm_entities_AllJavaTypes
1492,io_realm_entities_NoPrimaryKeyNullTypes_setFieldIntegerNull,40,io_realm_entities_NoPrimaryKeyNullTypes
1493,io_realm_entities_NoPrimaryKeyNullTypes_setFieldDateNull,40,io_realm_entities_NoPrimaryKeyNullTypes
1494,io_realm_entities_NoPrimaryKeyNullTypes_setFieldIntegerNotNull,40,io_realm_entities_NoPrimaryKeyNullTypes
1495,io_realm_entities_NoPrimaryKeyNullTypes_setFieldShortNull,40,io_realm_entities_NoPrimaryKeyNullTypes
1496,io_realm_entities_PrimaryKeyAsBoxedByte_setId,66,io_realm_entities_PrimaryKeyAsBoxedByte
1497,io_realm_entities_NoPrimaryKeyNullTypes_setFieldDateNotNull,40,io_realm_entities_NoPrimaryKeyNullTypes
1498,io_realm_entities_NullTypes_getFieldDecimal128Null,67,io_realm_entities_NullTypes
1499,io_realm_entities_NonLatinFieldNames_setwlhhh,92,io_realm_entities_NonLatinFieldNames
1500,io_realm_entities_AnnotationIndexTypes_setIndexString,201,io_realm_entities_AnnotationIndexTypes
1501,io_realm_entities_AllTypes_getColumnDate,64,io_realm_entities_AllTypes
1502,io_realm_entities_NullTypes_getFieldObjectIdNotNull,67,io_realm_entities_NullTypes
1503,io_realm_entities_AllTypes_setColumnDouble,64,io_realm_entities_AllTypes
1504,io_realm_LinkingObjectsManagedTests_insert_modelWithRenamedTargetFields,295,io_realm_LinkingObjectsManagedTests_insert
1505,io_realm_RealmCollectionTests_createEmptyCollection,296,io_realm_RealmCollectionTests
1506,io_realm_DynamicRealmTests_deleteAll,297,io_realm_DynamicRealmTests
1507,io_realm_RealmSchemaTests_rename_shouldChangeInfoInPKTable,262,io_realm_RealmSchemaTests_rename
1508,io_realm_MutableRealmInteger_equals,28,io_realm_MutableRealmInteger
1509,io_realm_SortTest_populateDates,59,io_realm_SortTest
1510,io_realm_FrozenObjectsTests_insertOrUpdateList,199,io_realm_FrozenObjectsTests
1511,io_realm_RealmTests_copyToRealm_cyclicObjectReferencesWithPK,191,io_realm_RealmTests_copyToRealm
1512,io_realm_RealmTests_createObjectWithPrimaryKey,57,io_realm_RealmTests
1513,io_realm_RealmTests_setter_updateField,298,io_realm_RealmTests_setter
1514,io_realm_RealmTests_copyFromRealm_list_sameElements,299,io_realm_RealmTests_copyFromRealm_list
1515,io_realm_RealmTests_copyToRealm_cyclicListReferences,191,io_realm_RealmTests_copyToRealm
1516,io_realm_RealmTests_copyFromRealm_checkMaxDepth,152,io_realm_RealmTests_copyFromRealm
1517,io_realm_RealmListTests_removeAll_managedMode,300,io_realm_RealmListTests_removeAll
1518,io_realm_RealmConfigurationTests_hashCode_withCustomModules,301,io_realm_RealmConfigurationTests_hashCode
1519,io_realm_RealmConfigurationTests_equals_withCustomModules,302,io_realm_RealmConfigurationTests_equals
1520,io_realm_RealmObjectTests_removeOneByOne,159,io_realm_RealmObjectTests
1521,io_realm_CollectionTests_isSnapshot,128,io_realm_CollectionTests
1522,io_realm_ObjectChangeSetTests_checkChangedField,240,io_realm_ObjectChangeSetTests
1523,io_realm_MutableRealmIntegerTests_copyFromIsNotLive,52,io_realm_MutableRealmIntegerTests
1524,io_realm_RealmObjectSchemaTests_indexedFieldAttribute,162,io_realm_RealmObjectSchemaTests
1525,io_realm_RealmObjectSchemaTests_setPrimaryKey_trueAndFalse,303,io_realm_RealmObjectSchemaTests_setPrimaryKey
1526,io_realm_RealmObjectSchemaTests_setRequired_onIndexedField,161,io_realm_RealmObjectSchemaTests_setRequired
1527,io_realm_RealmObjectSchema_setNullable,61,io_realm_RealmObjectSchema
1528,io_realm_RealmJsonTests_createObjectFromJson_dateAsString,54,io_realm_RealmJsonTests_createObjectFromJson
1529,io_realm_RealmJsonTests_createObjectFromJson_jsonException,54,io_realm_RealmJsonTests_createObjectFromJson
1530,io_realm_RealmObjectSchema_isPropertyAcceptableForEmbeddedObject,61,io_realm_RealmObjectSchema
1531,io_realm_RealmJsonTests_createFromJson_respectDefaultValues,304,io_realm_RealmJsonTests_createFromJson
1532,io_realm_RealmSchema_remove,120,io_realm_RealmSchema
1533,io_realm_RealmObjectSchema_getAndCheckFieldColumnKey,61,io_realm_RealmObjectSchema
1534,io_realm_RealmJsonTests_createAllFromJson_streamNull,165,io_realm_RealmJsonTests_createAllFromJson
1535,io_realm_RealmObjectSchema_isPrimaryKey,61,io_realm_RealmObjectSchema
1536,io_realm_RealmModelTests_realmObjectWithRealmListOfRealmModel,221,io_realm_RealmModelTests
1537,io_realm_RealmJsonTests_createObjectFromJson_dateAsStringTimeZone,54,io_realm_RealmJsonTests_createObjectFromJson
1538,io_realm_RealmCollection_isLoaded,96,io_realm_RealmCollection
1539,io_realm_OrderedRealmCollectionImpl_createSnapshot,30,io_realm_OrderedRealmCollectionImpl
1540,io_realm_ProxyState_notifyQueryFinished,60,io_realm_ProxyState
1541,io_realm_OrderedRealmCollection_deleteFromRealm,91,io_realm_OrderedRealmCollection
1542,io_realm_RealmResults_setDecimal128,25,io_realm_RealmResults
1543,io_realm_DynamicRealm_executeTransaction,169,io_realm_DynamicRealm
1544,io_realm_RealmQuery_findFirst,62,io_realm_RealmQuery
1545,io_realm_RealmResults_createDynamicBacklinkResults,25,io_realm_RealmResults
1546,io_realm_entities_pojo_RealmObjectWithRealmListOfRealmModel_getColumnRealmList,305,io_realm_entities_pojo_RealmObjectWithRealmListOfRealmModel
1547,io_realm_OrderedRealmCollectionImpl_set,30,io_realm_OrderedRealmCollectionImpl
1548,io_realm_RealmObjectSchema_hasPrimaryKey,61,io_realm_RealmObjectSchema
1549,io_realm_RealmSchema_removeFromClassNameToSchemaMap,120,io_realm_RealmSchema
1550,io_realm_internal_Table_nativeGetColumnName,45,io_realm_internal_Table
1551,io_realm_internal_UncheckedRow_nativeGetFloat,23,io_realm_internal_UncheckedRow
1552,io_realm_internal_OsCollectionChangeSet_nativeGetRanges,10,io_realm_internal_OsCollectionChangeSet
1553,io_realm_internal_OsResults_getTable,37,io_realm_internal_OsResults
1554,io_realm_internal_android_ISO8601UtilsTest_newDate,306,io_realm_internal_android_ISO8601UtilsTest
1555,io_realm_internal_UncheckedRow_nativeFreeze,23,io_realm_internal_UncheckedRow
1556,io_realm_internal_UncheckedRow_nativeSetFloat,23,io_realm_internal_UncheckedRow
1557,io_realm_internal_Util_nativeGetTablePrefix,74,io_realm_internal_Util
1558,io_realm_internal_Row_setObjectId,14,io_realm_internal_Row
1559,io_realm_internal_UncheckedRow_nativeGetLong,23,io_realm_internal_UncheckedRow
1560,io_realm_internal_PrimaryKeyTests_getTableWithStringPrimaryKey,70,io_realm_internal_PrimaryKeyTests
1561,io_realm_internal_OsResults_createForBacklinks,37,io_realm_internal_OsResults
1562,io_realm_internal_UncheckedRow_nativeGetBoolean,23,io_realm_internal_UncheckedRow
1563,io_realm_internal_UncheckedRow_nativeGetDecimal128,23,io_realm_internal_UncheckedRow
1564,io_realm_internal_objectstore_OsObjectBuilder_nativeAddByteArray,179,io_realm_internal_objectstore_OsObjectBuilder
1565,io_realm_services_RemoteTestService_RemoteTestService,307,io_realm_services_RemoteTestService
1566,io_realm_internal_Table_nativeConvertColumnToNotNullable,45,io_realm_internal_Table
1567,io_realm_internal_Table_findFirstDate,45,io_realm_internal_Table
1568,io_realm_internal_Table_addColumnLink,45,io_realm_internal_Table
1569,io_realm_internal_Table_findFirstDouble,45,io_realm_internal_Table
1570,io_realm_internal_android_ISO8601Utils_parse,232,io_realm_internal_android_ISO8601Utils
1571,io_realm_rule_RunInLooperThread_closeAfterTest,176,io_realm_rule_RunInLooperThread
1572,io_realm_internal_Row_freeze,14,io_realm_internal_Row
1573,io_realm_rule_RunInLooperThread_isTestComplete,176,io_realm_rule_RunInLooperThread
1574,io_realm_internal_Util_checkContainsKey,74,io_realm_internal_Util
1575,io_realm_internal_Row_hasColumn,14,io_realm_internal_Row
1576,io_realm_internal_objectstore_OsWatchStream_getError,80,io_realm_internal_objectstore_OsWatchStream
1577,io_realm_internal_objectstore_OsWatchStream_feedLine,80,io_realm_internal_objectstore_OsWatchStream
1578,io_realm_internal_objectstore_OsAppCredentials_nativeGetProvider,203,io_realm_internal_objectstore_OsAppCredentials
1579,io_realm_internal_objectstore_OsMongoCollection_getCodecRegistry,110,io_realm_internal_objectstore_OsMongoCollection
1580,io_realm_internal_objectstore_OsSyncUser_getGender,79,io_realm_internal_objectstore_OsSyncUser
1581,io_realm_internal_objectstore_OsAppCredentials_nativeCreate,203,io_realm_internal_objectstore_OsAppCredentials
1582,io_realm_internal_objectstore_OsObjectBuilder_nativeAddDouble,179,io_realm_internal_objectstore_OsObjectBuilder
1583,io_realm_internal_objectstore_OsSyncUser_nativeGetEmail,79,io_realm_internal_objectstore_OsSyncUser
1584,io_realm_internal_objectstore_OsAppCredentials_facebook,203,io_realm_internal_objectstore_OsAppCredentials
1585,io_realm_internal_objectstore_OsObjectBuilder_close,179,io_realm_internal_objectstore_OsObjectBuilder
1586,io_realm_internal_objectstore_OsAppCredentials_emailPassword,203,io_realm_internal_objectstore_OsAppCredentials
